id,year,month,day,hour,minute,second,WaterTempC,SoilMoisture,AirTemp,AirHum,Dist1,Dist2,Dist3
76,2015,8,12,14,12,45,21.44,810.0,24.1,99.9,8.22,19.64,35.7
77,2015,8,12,14,12,47,21.37,810.0,24.1,99.9,8.17,18.66,35.28
78,2015,8,12,14,12,49,21.44,809.0,24.1,99.9,8.03,18.97,35.26
79,2015,8,12,14,12,51,21.44,810.0,24.1,99.9,8.01,18.85,35.28
80,2015,8,12,14,12,53,21.44,808.0,24.1,99.9,7.96,18.32,35.28
81,2015,8,12,14,12,55,21.44,810.0,24.1,99.9,7.86,18.24,35.68
82,2015,8,12,14,12,57,21.44,808.0,24.1,99.9,7.43,18.24,35.26
83,2015,8,12,14,12,59,21.44,808.0,24.1,99.9,7.38,18.24,35.63
84,2015,8,12,14,13,1,21.44,808.0,24.1,99.9,7.29,18.22,35.65
85,2015,8,12,14,13,3,21.44,809.0,24.1,99.9,7.28,18.24,35.05
86,2015,8,12,14,13,5,21.44,809.0,24.0,99.9,7.64,18.65,35.59
87,2015,8,12,14,13,7,21.44,808.0,24.1,99.9,7.59,18.27,35.12
88,2015,8,12,14,13,9,21.44,811.0,24.1,99.9,7.54,18.29,43.52
89,2015,8,12,14,13,11,21.44,810.0,24.1,99.9,7.5,18.32,35.1
90,2015,8,12,14,13,13,21.44,810.0,24.1,99.9,7.49,18.71,35.52
