id,year,month,day,hour,minute,second,WaterTempC,SoilMoisture,AirTemp,AirHum,Dist1,Dist2,Dist3
106,2015,8,12,14,13,45,21.44,806.0,24.0,99.9,6.5,18.37,34.99
107,2015,8,12,14,13,47,21.44,805.0,24.0,99.9,6.45,18.42,35.01
108,2015,8,12,14,13,49,21.44,806.0,24.0,99.9,6.56,18.39,35.01
109,2015,8,12,14,13,51,21.44,805.0,24.0,99.9,6.54,18.39,35.43
110,2015,8,12,14,13,53,21.44,808.0,24.0,99.9,6.54,18.39,35.43
111,2015,8,12,14,13,55,21.44,806.0,24.0,99.9,6.54,18.39,34.99
112,2015,8,12,14,13,57,21.44,807.0,24.0,99.9,6.5,18.39,34.99
113,2015,8,12,14,13,59,21.44,807.0,24.0,99.9,6.49,18.39,34.99
114,2015,8,12,14,14,1,21.44,807.0,24.0,99.9,6.49,18.37,34.99
115,2015,8,12,14,14,3,21.44,809.0,24.0,99.9,6.45,18.39,35.43
116,2015,8,12,14,14,5,21.44,807.0,24.0,99.9,6.91,18.39,34.99
117,2015,8,12,14,14,7,21.44,807.0,24.0,99.9,6.45,18.37,34.99
118,2015,8,12,14,14,9,21.44,809.0,24.0,99.9,6.43,18.39,35.41
119,2015,8,12,14,14,11,21.44,808.0,24.0,99.9,6.85,18.39,35.43
120,2015,8,12,14,14,13,21.44,809.0,24.0,99.9,6.49,18.39,35.41
