id,year,month,day,hour,minute,second,WaterTempC,SoilMoisture,AirTemp,AirHum,Dist1,Dist2,Dist3
316,2015,8,12,14,20,45,21.44,805.0,24.0,99.9,5.4,18.91,34.95
317,2015,8,12,14,20,47,21.44,805.0,24.0,99.9,5.49,18.91,34.94
318,2015,8,12,14,20,49,21.44,804.0,24.0,99.9,5.4,18.91,34.95
319,2015,8,12,14,20,51,21.44,805.0,24.0,99.9,5.43,18.91,34.94
320,2015,8,12,14,20,53,21.44,805.0,24.0,99.9,5.4,18.95,34.95
321,2015,8,12,14,20,55,21.44,805.0,24.0,99.9,5.43,18.91,34.94
322,2015,8,12,14,20,57,21.44,805.0,24.0,99.9,5.4,18.91,34.95
323,2015,8,12,14,20,59,21.44,805.0,24.1,99.9,5.33,18.92,34.96
324,2015,8,12,14,21,1,21.44,806.0,24.0,99.9,5.43,18.91,35.36
325,2015,8,12,14,21,3,21.44,806.0,24.0,99.9,5.4,18.95,34.95
326,2015,8,12,14,21,5,21.44,805.0,24.0,99.9,5.4,18.91,35.36
327,2015,8,12,14,21,7,21.44,805.0,24.0,99.9,5.86,18.95,34.95
328,2015,8,12,14,21,9,21.44,805.0,24.0,99.9,5.43,18.91,34.94
329,2015,8,12,14,21,11,21.44,805.0,24.0,99.9,5.4,18.81,34.95
330,2015,8,12,14,21,13,21.44,805.0,24.0,99.9,5.35,18.79,35.36
