id,year,month,day,hour,minute,second,WaterTempC,SoilMoisture,AirTemp,AirHum,Dist1,Dist2,Dist3
136,2015,8,12,14,14,45,21.5,807.0,24.0,99.9,6.19,18.37,35.01
137,2015,8,12,14,14,47,21.44,807.0,24.0,99.9,6.49,18.42,35.43
138,2015,8,12,14,14,49,21.5,808.0,24.0,99.9,6.28,18.39,35.38
139,2015,8,12,14,14,51,21.5,808.0,24.0,99.9,6.19,18.39,35.43
140,2015,8,12,14,14,53,21.5,808.0,24.0,99.9,6.22,18.39,35.43
141,2015,8,12,14,14,55,21.5,807.0,24.0,99.9,6.54,18.39,34.95
142,2015,8,12,14,14,57,21.5,807.0,24.0,99.9,6.22,18.39,35.43
143,2015,8,12,14,14,59,21.5,808.0,24.0,99.9,6.17,18.39,35.41
144,2015,8,12,14,15,1,21.5,807.0,24.0,99.9,6.19,18.37,35.41
145,2015,8,12,14,15,3,21.5,808.0,24.0,99.9,6.14,18.39,35.41
146,2015,8,12,14,15,5,21.5,807.0,24.0,99.9,5.77,18.39,35.41
147,2015,8,12,14,15,7,21.5,808.0,24.0,99.9,6.17,18.39,35.41
148,2015,8,12,14,15,9,21.5,806.0,24.0,99.9,6.45,18.37,35.01
149,2015,8,12,14,15,11,21.5,807.0,24.0,99.9,6.17,18.39,34.95
150,2015,8,12,14,15,13,21.5,807.0,24.0,99.9,6.43,18.39,35.41
