id,year,month,day,hour,minute,second,WaterTempC,SoilMoisture,AirTemp,AirHum,Dist1,Dist2,Dist3
166,2015,8,12,14,15,45,21.5,804.0,24.0,99.9,6.4,18.39,35.38
167,2015,8,12,14,15,47,21.5,806.0,24.0,99.9,5.96,18.42,34.94
168,2015,8,12,14,15,49,21.5,807.0,24.0,99.9,5.93,18.39,35.38
169,2015,8,12,14,15,51,21.5,806.0,24.0,99.9,5.96,18.39,34.52
170,2015,8,12,14,15,53,21.5,807.0,24.0,99.9,5.96,18.39,34.83
171,2015,8,12,14,15,55,21.5,808.0,24.0,99.9,6.35,18.39,34.94
172,2015,8,12,14,15,57,21.5,809.0,24.0,99.9,6.35,18.39,34.94
173,2015,8,12,14,15,59,21.5,807.0,24.0,99.9,5.93,18.39,34.94
174,2015,8,12,14,16,1,21.5,806.0,23.9,99.9,6.27,18.37,34.93
175,2015,8,12,14,16,3,21.5,808.0,24.0,99.9,5.91,18.39,34.94
176,2015,8,12,14,16,5,21.5,808.0,24.0,99.9,5.91,18.39,34.94
177,2015,8,12,14,16,7,21.5,805.0,24.0,99.9,5.91,18.81,34.95
178,2015,8,12,14,16,9,21.5,805.0,23.9,99.9,5.75,18.81,34.95
179,2015,8,12,14,16,11,21.5,808.0,24.0,99.9,5.91,18.39,34.94
180,2015,8,12,14,16,13,21.5,809.0,24.0,99.9,5.86,18.37,34.94
