id,year,month,day,hour,minute,second,WaterTempC,SoilMoisture,AirTemp,AirHum,Dist1,Dist2,Dist3
271,2015,8,12,14,8,13,21.5,806.0,24.3,99.9,12.33,19.65,31.75
272,2015,8,12,14,8,15,21.44,806.0,24.3,99.9,12.51,19.72,32.19
273,2015,8,12,14,8,17,21.44,807.0,24.3,99.9,13.23,19.75,31.33
274,2015,8,12,14,8,19,21.44,809.0,24.3,99.9,12.88,19.72,31.82
275,2015,8,12,14,8,21,21.5,806.0,24.3,99.9,12.45,19.61,32.22
276,2015,8,12,14,8,23,21.44,809.0,24.3,99.9,13.28,19.72,31.44
277,2015,8,12,14,8,25,21.44,809.0,24.3,99.9,13.75,19.75,31.98
278,2015,8,12,14,8,27,21.44,808.0,24.4,99.9,13.35,19.72,32.23
279,2015,8,12,14,8,29,21.5,809.0,24.4,99.9,12.88,19.62,31.34
280,2015,8,12,14,8,31,21.44,809.0,24.4,99.9,12.33,19.65,31.93
281,2015,8,12,14,8,33,21.44,806.0,24.3,99.9,12.75,19.72,31.59
282,2015,8,12,14,8,35,21.5,807.0,24.3,99.9,12.33,19.7,31.8
283,2015,8,12,14,8,37,21.44,808.0,24.3,99.9,12.3,19.7,31.45
284,2015,8,12,14,8,39,21.44,808.0,24.3,99.9,12.38,19.7,31.56
285,2015,8,12,14,8,41,21.44,809.0,24.3,99.9,12.33,19.65,31.8
