id,year,month,day,hour,minute,second,WaterTempC,SoilMoisture,AirTemp,AirHum,Dist1,Dist2,Dist3
121,2015,8,12,14,3,12,21.12,812.0,24.5,99.9,4.86,20.02,34.19
122,2015,8,12,14,3,14,21.19,811.0,24.5,99.9,4.86,19.99,34.2
123,2015,8,12,14,3,16,21.12,811.0,24.5,99.9,4.86,20.41,34.15
124,2015,8,12,14,3,18,21.12,811.0,24.5,99.9,4.88,19.99,34.19
125,2015,8,12,14,3,20,21.12,811.0,24.5,99.9,4.91,19.88,34.2
126,2015,8,12,14,3,22,21.12,809.0,24.5,99.9,4.83,20.31,34.19
127,2015,8,12,14,3,24,21.19,811.0,24.5,99.9,4.91,19.87,34.19
128,2015,8,12,14,3,26,21.12,811.0,24.5,99.9,4.91,19.92,34.2
129,2015,8,12,14,3,28,21.12,811.0,24.5,99.9,4.86,19.87,34.19
130,2015,8,12,14,3,30,21.19,810.0,24.5,99.9,4.83,19.88,33.71
131,2015,8,12,14,3,32,21.19,810.0,24.5,99.9,4.88,19.99,34.19
132,2015,8,12,14,3,34,21.12,810.0,24.5,99.9,4.72,19.99,34.13
133,2015,8,12,14,3,36,21.12,811.0,24.5,99.9,4.77,20.41,33.71
134,2015,8,12,14,3,38,21.19,811.0,24.4,99.9,4.77,19.98,33.71
135,2015,8,12,14,3,40,21.12,811.0,24.5,99.9,4.77,19.99,33.71
