id,year,month,day,hour,minute,second,WaterTempC,SoilMoisture,AirTemp,AirHum,Dist1,Dist2,Dist3
286,2015,8,12,14,8,43,21.44,804.0,24.3,99.9,12.28,19.61,31.93
287,2015,8,12,14,8,45,21.5,809.0,24.3,99.9,13.23,19.72,31.54
288,2015,8,12,14,8,47,21.44,807.0,24.3,99.9,12.75,19.72,31.38
289,2015,8,12,14,8,49,21.5,806.0,24.3,99.9,13.17,19.75,31.93
290,2015,8,12,14,8,51,21.44,807.0,24.3,99.9,12.28,19.51,31.51
291,2015,8,12,14,8,53,21.44,807.0,24.3,99.9,12.75,19.61,31.35
292,2015,8,12,14,8,55,21.44,807.0,24.3,99.9,12.28,19.51,31.51
293,2015,8,12,14,8,57,21.44,807.0,24.3,99.9,12.28,19.61,31.45
294,2015,8,12,14,8,59,21.5,809.0,24.3,99.9,13.6,19.61,31.4
295,2015,8,12,14,9,1,21.44,807.0,24.3,99.9,12.33,19.72,31.96
296,2015,8,12,14,9,3,21.5,807.0,24.3,99.9,12.75,19.72,31.91
297,2015,8,12,14,9,5,21.44,809.0,24.3,99.9,12.3,19.65,31.44
298,2015,8,12,14,9,7,21.44,809.0,24.3,99.9,12.24,19.65,31.93
299,2015,8,12,14,9,9,21.44,808.0,24.3,99.9,12.7,19.75,31.45
300,2015,8,12,14,9,11,21.44,809.0,24.3,99.9,12.77,19.72,31.44
