id,year,month,day,hour,minute,second,WaterTempC,SoilMoisture,AirTemp,AirHum,Dist1,Dist2,Dist3
31,2015,8,12,14,0,12,21.12,811.0,24.8,99.9,4.99,19.42,34.6
32,2015,8,12,14,0,14,21.12,810.0,24.8,99.9,5.02,20.32,34.63
33,2015,8,12,14,0,16,21.12,811.0,24.8,99.9,4.55,19.95,34.37
34,2015,8,12,14,0,18,21.12,813.0,24.8,99.9,4.93,19.95,34.39
35,2015,8,12,14,0,20,21.12,813.0,24.8,99.9,4.36,19.95,34.53
36,2015,8,12,14,0,22,21.06,812.0,24.8,99.9,4.78,19.99,34.37
37,2015,8,12,14,0,24,21.12,814.0,24.7,99.9,4.72,19.56,34.78
38,2015,8,12,14,0,26,21.12,814.0,24.8,99.9,4.72,19.53,34.42
39,2015,8,12,14,0,28,21.12,812.0,24.7,99.9,4.62,19.52,34.33
40,2015,8,12,14,0,30,21.12,814.0,24.7,99.9,4.62,20.0,34.73
41,2015,8,12,14,0,32,21.12,812.0,24.7,99.9,4.57,20.42,34.26
42,2015,8,12,14,0,34,21.12,813.0,24.7,99.9,4.62,20.46,34.27
43,2015,8,12,14,0,36,21.12,813.0,24.7,99.9,4.62,20.03,34.2
44,2015,8,12,14,0,38,21.12,813.0,24.7,99.9,4.62,20.46,34.2
45,2015,8,12,14,0,40,21.12,812.0,24.7,99.9,4.62,20.0,34.62
