id,year,month,day,hour,minute,second,WaterTempC,SoilMoisture,AirTemp,AirHum,Dist1,Dist2,Dist3
241,2015,8,12,14,7,13,21.44,808.0,24.3,99.9,13.81,19.24,30.75
242,2015,8,12,14,7,15,21.44,808.0,24.4,99.9,13.49,19.28,30.35
243,2015,8,12,14,7,17,21.44,809.0,24.4,99.9,13.49,19.25,30.81
244,2015,8,12,14,7,19,21.44,808.0,24.4,99.9,13.93,19.25,30.41
245,2015,8,12,14,7,21,21.44,808.0,24.4,99.9,13.51,19.25,30.81
246,2015,8,12,14,7,23,21.44,808.0,24.3,99.9,13.51,19.28,30.4
247,2015,8,12,14,7,25,21.5,808.0,24.3,99.9,13.86,19.24,30.8
248,2015,8,12,14,7,27,21.44,809.0,24.3,99.9,13.45,19.24,30.8
249,2015,8,12,14,7,29,21.44,808.0,24.4,99.9,13.39,19.2,30.76
250,2015,8,12,14,7,31,21.44,809.0,24.3,99.9,13.88,19.28,30.77
251,2015,8,12,14,7,33,21.44,809.0,24.4,99.9,13.7,19.25,30.71
252,2015,8,12,14,7,35,21.44,808.0,24.3,99.9,13.33,19.24,30.7
253,2015,8,12,14,7,37,21.44,808.0,24.3,99.9,13.75,19.24,30.72
254,2015,8,12,14,7,39,21.44,808.0,24.4,99.9,13.6,19.28,30.51
255,2015,8,12,14,7,41,21.44,808.0,24.3,99.9,13.96,19.24,29.22
