id,year,month,day,hour,minute,second,WaterTempC,SoilMoisture,AirTemp,AirHum,Dist1,Dist2,Dist3
1,2015,8,12,13,59,12,21.12,810.0,24.8,99.9,5.02,19.83,33.21
2,2015,8,12,13,59,14,21.12,808.0,24.8,99.9,4.99,19.85,33.63
3,2015,8,12,13,59,16,21.12,806.0,24.8,99.9,4.99,19.85,33.63
4,2015,8,12,13,59,18,21.12,808.0,24.8,99.9,4.97,19.95,33.21
5,2015,8,12,13,59,20,21.12,809.0,24.8,99.9,4.83,20.46,33.21
6,2015,8,12,13,59,22,21.12,809.0,24.8,99.9,4.88,20.41,33.21
7,2015,8,12,13,59,24,21.12,808.0,24.8,99.9,4.88,19.95,33.63
8,2015,8,12,13,59,26,21.12,808.0,24.8,99.9,4.88,20.37,33.63
9,2015,8,12,13,59,28,21.12,809.0,24.8,99.9,4.88,20.37,33.53
10,2015,8,12,13,59,30,21.12,808.0,24.8,99.9,4.88,20.41,33.6
11,2015,8,12,13,59,32,21.12,808.0,24.8,99.9,4.88,20.37,33.53
12,2015,8,12,13,59,34,21.12,807.0,24.8,99.9,4.83,20.41,33.63
13,2015,8,12,13,59,36,21.12,807.0,24.8,99.9,4.83,19.95,33.63
14,2015,8,12,13,59,38,21.12,809.0,24.8,99.9,4.99,20.42,33.21
15,2015,8,12,13,59,40,21.12,810.0,24.8,99.9,4.99,20.42,33.21
